DIST_CODE,ASSESSMENT SUBJECT,DATA_CATEGORY_GROUP,DATA_CATEGORY,ECDS_REPORTED,BOTH_BOY_EOY_ASSESSED,MATCH_PROFICIENT_BOY,MATCH_PROFICIENT_EOY,ECDS_REPORTED_suppress,BOTH_BOY_EOY_ASSESSED_suppress,MATCH_PROFICIENT_BOY_suppress,MATCH_PROFICIENT_EOY_suppress,ECDS_REPORTED_noisy_pp,BOTH_BOY_EOY_ASSESSED_noisy_pp,MATCH_PROFICIENT_BOY_noisy_pp,MATCH_PROFICIENT_EOY_noisy_pp
101920,Emergent Literacy Writing,Race/Ethnicity,White,221,192,183,182,221,192,183,182,221,192,184,183
101920,Emergent Literacy Writing,Homeless,Homeless,41,18,18,18,41,18,18,18,40,18,18,17
101920,Emergent Literacy Writing,In Foster Care,In Foster Care,6,4,4,4,NA,NA,NA,NA,4,2,2,2
101920,Health and Wellness,Race/Ethnicity,Black or African American,103,70,60,62,103,70,60,62,103,70,60,62
101920,Health and Wellness,Race/Ethnicity,Hispanic/Latino,864,678,620,639,864,678,620,639,864,676,621,640
101920,Health and Wellness,Race/Ethnicity,Other,112,88,87,85,112,88,87,85,112,90,87,85
101920,Health and Wellness,Race/Ethnicity,White,221,192,187,184,221,192,187,184,221,192,187,185
101920,Health and Wellness,Homeless,Homeless,41,18,18,18,41,18,18,18,42,17,17,17
101920,Health and Wellness,In Foster Care,In Foster Care,6,4,4,3,NA,NA,NA,NA,6,4,4,3
101920,Language and Communication,Race/Ethnicity,Black or African American,103,70,29,60,103,70,29,60,104,68,27,62
101920,Language and Communication,Race/Ethnicity,Hispanic/Latino,864,679,372,579,864,679,372,579,863,680,371,580
101920,Language and Communication,Race/Ethnicity,Other,112,88,40,71,112,88,40,71,114,88,41,70
101920,Language and Communication,Race/Ethnicity,White,221,192,138,167,221,192,138,167,220,191,138,167
101920,Language and Communication,Homeless,Homeless,41,18,8,18,41,18,NA,18,40,19,9,19
101920,Language and Communication,In Foster Care,In Foster Care,6,4,3,3,NA,NA,NA,NA,6,4,2,4
101920,Mathematics,Race/Ethnicity,Black or African American,103,71,59,65,103,71,59,65,100,71,58,67
101920,Mathematics,Race/Ethnicity,Hispanic/Latino,864,683,366,643,864,683,366,643,866,684,364,643
101920,Mathematics,Race/Ethnicity,Other,112,88,75,85,112,88,75,85,111,89,74,84
101920,Mathematics,Race/Ethnicity,White,221,192,166,187,221,192,166,187,221,191,167,186
101920,Mathematics,Homeless,Homeless,41,18,7,18,41,18,NA,18,40,20,5,16
101920,Mathematics,In Foster Care,In Foster Care,6,4,3,4,NA,NA,NA,NA,10,4,3,4
101921,Emergent Literacy Reading,Race/Ethnicity,Black or African American,37,21,13,16,37,21,13,16,38,22,12,16
101921,Emergent Literacy Reading,Race/Ethnicity,Hispanic/Latino,225,174,55,154,225,174,55,154,224,175,54,153
101921,Emergent Literacy Reading,Race/Ethnicity,Other,107,92,60,88,107,92,60,88,107,92,60,90
101921,Emergent Literacy Reading,Race/Ethnicity,White,70,55,18,47,70,55,18,47,70,55,18,48
101921,Emergent Literacy Reading,Homeless,Homeless,16,10,4,8,16,10,NA,NA,16,11,2,8
101921,Emergent Literacy Reading,In Foster Care,In Foster Care,6,1,1,1,NA,NA,NA,NA,5,3,0,0
101921,Emergent Literacy Writing,Race/Ethnicity,Black or African American,37,21,21,21,37,21,21,21,36,19,19,19
101921,Emergent Literacy Writing,Race/Ethnicity,Hispanic/Latino,225,176,158,165,225,176,158,165,224,174,157,166
101921,Emergent Literacy Writing,Race/Ethnicity,Other,107,92,45,46,107,92,45,46,106,90,46,44
101921,Emergent Literacy Writing,Race/Ethnicity,White,70,55,34,35,70,55,34,35,70,54,34,35
101921,Emergent Literacy Writing,Homeless,Homeless,16,9,9,9,16,NA,NA,NA,17,11,10,10
101921,Emergent Literacy Writing,In Foster Care,In Foster Care,6,1,1,1,NA,NA,NA,NA,3,1,1,0
101921,Health and Wellness,Race/Ethnicity,Black or African American,37,21,21,21,37,21,21,21,37,23,21,23
101921,Health and Wellness,Race/Ethnicity,Hispanic/Latino,225,175,169,161,225,175,169,161,226,174,168,161
101921,Health and Wellness,Race/Ethnicity,Other,107,92,91,37,107,92,91,37,107,93,90,37
101921,Health and Wellness,Race/Ethnicity,White,70,55,55,50,70,55,55,50,72,54,54,51
101921,Health and Wellness,Homeless,Homeless,16,9,9,8,16,NA,NA,NA,15,9,9,9
101921,Health and Wellness,In Foster Care,In Foster Care,6,1,1,1,NA,NA,NA,NA,5,1,1,0
101921,Language and Communication,Race/Ethnicity,Black or African American,37,21,11,16,37,21,11,16,36,21,8,16
101921,Language and Communication,Race/Ethnicity,Hispanic/Latino,225,172,73,134,225,172,73,134,223,173,75,134
101921,Language and Communication,Race/Ethnicity,Other,107,92,37,60,107,92,37,60,106,94,39,58
101921,Language and Communication,Race/Ethnicity,White,70,54,32,46,70,54,32,46,70,54,31,45
101921,Language and Communication,Homeless,Homeless,16,9,4,7,16,NA,NA,NA,17,10,5,4
101921,Language and Communication,In Foster Care,In Foster Care,6,1,1,1,NA,NA,NA,NA,5,1,1,0
101921,Mathematics,Race/Ethnicity,Black or African American,37,21,16,21,37,21,16,21,37,19,15,19
101921,Mathematics,Race/Ethnicity,Hispanic/Latino,225,174,130,169,225,174,130,169,226,175,131,168
101921,Mathematics,Race/Ethnicity,Other,107,92,81,45,107,92,81,45,108,92,82,43
101921,Mathematics,Race/Ethnicity,White,70,54,47,34,70,54,47,34,68,54,46,34
101921,Mathematics,Homeless,Homeless,16,10,7,9,16,10,NA,NA,17,11,5,9
101921,Mathematics,In Foster Care,In Foster Care,6,1,1,1,NA,NA,NA,NA,6,1,0,1
102904,Emergent Literacy Reading,Race/Ethnicity,Black or African American,15,12,4,7,15,NA,NA,NA,15,10,4,7
102904,Emergent Literacy Reading,Race/Ethnicity,Hispanic/Latino,38,30,6,22,38,30,NA,22,40,29,7,21
102904,Emergent Literacy Reading,Race/Ethnicity,Other,17,9,1,5,17,NA,NA,NA,17,8,3,6
102904,Emergent Literacy Reading,Race/Ethnicity,White,58,46,17,32,58,46,17,32,58,47,16,32
102904,Emergent Literacy Reading,Homeless,Homeless,5,3,1,2,NA,NA,NA,NA,4,4,1,2
102904,Emergent Literacy Reading,In Foster Care,In Foster Care,2,1,0,1,NA,NA,NA,NA,3,1,0,1
102904,Emergent Literacy Writing,Race/Ethnicity,Black or African American,15,12,12,12,15,NA,NA,NA,15,12,12,12
102904,Emergent Literacy Writing,Race/Ethnicity,Hispanic/Latino,38,32,24,25,38,32,24,25,37,33,27,25
102904,Emergent Literacy Writing,Race/Ethnicity,Other,17,9,5,8,17,NA,NA,NA,16,10,6,6
102904,Emergent Literacy Writing,Race/Ethnicity,White,58,46,38,39,58,46,38,39,58,46,39,37
102904,Emergent Literacy Writing,Homeless,Homeless,5,3,2,2,NA,NA,NA,NA,6,2,2,2
102904,Emergent Literacy Writing,In Foster Care,In Foster Care,2,1,1,1,NA,NA,NA,NA,1,1,1,1
102904,Health and Wellness,Race/Ethnicity,Black or African American,15,8,8,8,15,NA,NA,NA,15,7,7,7
102904,Health and Wellness,Race/Ethnicity,Hispanic/Latino,38,27,22,22,38,27,22,22,37,27,23,21
102904,Health and Wellness,Race/Ethnicity,Other,17,8,7,4,17,NA,NA,NA,17,6,6,5
102904,Health and Wellness,Race/Ethnicity,White,58,39,37,28,58,39,37,28,57,39,37,29
102904,Health and Wellness,Homeless,Homeless,5,2,2,2,NA,NA,NA,NA,3,1,1,1
102904,Health and Wellness,In Foster Care,In Foster Care,2,1,1,1,NA,NA,NA,NA,2,1,1,1
102904,Language and Communication,Race/Ethnicity,Black or African American,15,12,11,12,15,NA,NA,NA,15,12,10,10
102904,Language and Communication,Race/Ethnicity,Hispanic/Latino,38,30,16,24,38,30,16,24,36,30,16,25
102904,Language and Communication,Race/Ethnicity,Other,17,9,4,5,17,NA,NA,NA,16,8,6,5
102904,Language and Communication,Race/Ethnicity,White,58,46,34,40,58,46,34,40,57,45,35,40
102904,Language and Communication,Homeless,Homeless,5,3,2,2,NA,NA,NA,NA,5,3,2,3
102904,Language and Communication,In Foster Care,In Foster Care,2,1,1,1,NA,NA,NA,NA,2,2,0,1
102904,Mathematics,Race/Ethnicity,Black or African American,15,12,12,12,15,NA,NA,NA,15,12,12,12
102904,Mathematics,Race/Ethnicity,Hispanic/Latino,38,25,25,20,38,25,25,20,38,25,25,21
102904,Mathematics,Race/Ethnicity,Other,17,9,6,5,17,NA,NA,NA,17,9,7,7
102904,Mathematics,Race/Ethnicity,White,58,42,31,37,58,42,31,37,58,44,31,37
102904,Mathematics,Homeless,Homeless,5,3,2,2,NA,NA,NA,NA,6,1,1,1
102904,Mathematics,In Foster Care,In Foster Care,2,1,1,1,NA,NA,NA,NA,3,1,1,1
105906,Emergent Literacy Reading,Race/Ethnicity,Black or African American,32,21,10,18,32,21,10,18,32,21,12,17
105906,Emergent Literacy Reading,Race/Ethnicity,Hispanic/Latino,690,576,244,454,690,576,244,454,688,574,243,454
105906,Emergent Literacy Reading,Race/Ethnicity,Other,65,55,39,48,65,55,39,48,67,54,41,49
105906,Emergent Literacy Reading,Race/Ethnicity,White,170,152,93,128,170,152,93,128,171,152,92,128
105906,Emergent Literacy Reading,Homeless,Homeless,12,6,6,6,12,NA,NA,NA,12,5,5,5
105906,Emergent Literacy Reading,In Foster Care,In Foster Care,11,9,3,5,11,NA,NA,NA,12,10,3,4
105906,Emergent Literacy Writing,Race/Ethnicity,Black or African American,32,20,20,19,32,20,20,19,30,21,20,18
105906,Emergent Literacy Writing,Race/Ethnicity,Hispanic/Latino,690,559,543,515,690,559,543,515,691,559,544,512
105906,Emergent Literacy Writing,Race/Ethnicity,Other,65,56,56,51,65,56,56,51,65,56,56,51
105906,Emergent Literacy Writing,Race/Ethnicity,White,170,151,122,138,170,151,122,138,170,152,124,138
105906,Emergent Literacy Writing,Homeless,Homeless,12,5,5,5,12,NA,NA,NA,12,5,3,5
105906,Emergent Literacy Writing,In Foster Care,In Foster Care,11,9,7,6,11,NA,NA,NA,9,9,6,5
105906,Health and Wellness,Race/Ethnicity,Black or African American,32,20,20,19,32,20,20,19,32,21,18,18
105906,Health and Wellness,Race/Ethnicity,Hispanic/Latino,690,574,484,523,690,574,484,523,692,572,483,523
105906,Health and Wellness,Race/Ethnicity,Other,65,56,56,50,65,56,56,50,66,55,55,51
105906,Health and Wellness,Race/Ethnicity,White,170,151,148,138,170,151,148,138,169,151,147,138
105906,Health and Wellness,Homeless,Homeless,12,5,5,5,12,NA,NA,NA,13,4,4,4
105906,Health and Wellness,In Foster Care,In Foster Care,11,9,9,6,11,NA,NA,NA,10,9,9,7
105906,Language and Communication,Race/Ethnicity,Black or African American,32,21,9,14,32,21,NA,14,33,20,7,14
105906,Language and Communication,Race/Ethnicity,Hispanic/Latino,690,576,332,340,690,576,332,340,690,575,331,342
105906,Language and Communication,Race/Ethnicity,Other,65,55,29,35,65,55,NA,35,66,56,28,36
105906,Language and Communication,Race/Ethnicity,White,170,152,104,113,170,152,104,113,170,153,105,114
105906,Language and Communication,Homeless,Homeless,12,6,6,6,12,NA,NA,NA,12,9,6,6
105906,Language and Communication,In Foster Care,In Foster Care,11,9,4,4,11,NA,NA,NA,11,9,4,3
105906,Mathematics,Race/Ethnicity,Black or African American,32,21,19,16,32,21,19,16,31,20,18,16
105906,Mathematics,Race/Ethnicity,Hispanic/Latino,690,574,465,480,690,574,465,480,690,577,464,479
105906,Mathematics,Race/Ethnicity,Other,65,54,48,51,65,54,48,51,66,54,48,50
105906,Mathematics,Race/Ethnicity,White,170,151,142,138,170,151,142,138,169,153,144,141
105906,Mathematics,Homeless,Homeless,12,6,6,6,12,NA,NA,NA,11,5,5,5
105906,Mathematics,In Foster Care,In Foster Care,11,9,6,6,11,NA,NA,NA,8,8,5,6
108904,Emergent Literacy Reading,Race/Ethnicity,Black or African American,16,11,7,11,16,11,NA,NA,16,11,8,11
108904,Emergent Literacy Reading,Race/Ethnicity,Hispanic/Latino,1996,1649,917,1487,1996,1649,917,1487,1996,1648,917,1488
108904,Emergent Literacy Reading,Race/Ethnicity,Other,15,12,12,9,15,12,NA,NA,15,11,11,10
108904,Emergent Literacy Reading,Race/Ethnicity,White,35,25,15,19,35,25,15,19,37,26,16,19
108904,Emergent Literacy Reading,Homeless,Homeless,35,19,11,19,35,19,11,19,34,19,12,18
108904,Emergent Literacy Reading,In Foster Care,In Foster Care,6,3,1,2,NA,NA,NA,NA,5,2,0,2
108904,Emergent Literacy Writing,Race/Ethnicity,Black or African American,16,11,11,11,16,11,NA,NA,15,10,10,10
108904,Emergent Literacy Writing,Race/Ethnicity,Hispanic/Latino,1996,1610,1361,1501,1996,1610,1361,1501,1995,1609,1361,1501
108904,Emergent Literacy Writing,Race/Ethnicity,Other,15,12,8,5,15,12,NA,NA,16,12,7,4
108904,Emergent Literacy Writing,Race/Ethnicity,White,35,25,20,25,35,25,20,25,35,24,19,24
108904,Emergent Literacy Writing,Homeless,Homeless,35,18,18,18,35,18,18,18,35,19,17,19
108904,Emergent Literacy Writing,In Foster Care,In Foster Care,11,11,10,11,11,11,10,11,12,11,9,11
108904,Health and Wellness,Race/Ethnicity,Black or African American,16,11,5,3,16,11,NA,NA,16,12,4,3
108904,Health and Wellness,Race/Ethnicity,Hispanic/Latino,1996,1626,1482,1495,1996,1626,1482,1495,1995,1626,1484,1494
108904,Health and Wellness,Race/Ethnicity,Other,15,12,12,12,15,12,NA,NA,14,12,11,12
108904,Health and Wellness,Race/Ethnicity,White,35,25,25,25,35,25,25,25,35,26,26,23
108904,Health and Wellness,Homeless,Homeless,35,19,19,19,35,19,19,19,36,18,18,18
108904,Health and Wellness,In Foster Care,In Foster Care,10,10,2,10,10,10,NA,10,10,10,4,10
108904,Language and Communication,Race/Ethnicity,Black or African American,16,11,5,5,16,11,NA,NA,15,10,4,5
108904,Language and Communication,Race/Ethnicity,Hispanic/Latino,1996,1647,786,1232,1996,1647,786,1232,1996,1647,787,1230
108904,Language and Communication,Race/Ethnicity,Other,15,12,8,9,15,12,NA,NA,18,13,8,7
108904,Language and Communication,Race/Ethnicity,White,35,25,14,19,35,25,14,19,36,25,15,18
108904,Language and Communication,Homeless,Homeless,35,19,8,12,35,19,NA,12,34,17,9,12
108904,Language and Communication,In Foster Care,In Foster Care,6,3,1,2,NA,NA,NA,NA,9,5,0,2
108904,Mathematics,Race/Ethnicity,Black or African American,16,12,12,6,16,12,12,NA,17,13,12,6
108904,Mathematics,Race/Ethnicity,Hispanic/Latino,1996,1644,1334,1559,1996,1644,1334,1559,1997,1642,1333,1558
108904,Mathematics,Race/Ethnicity,Other,15,12,12,12,15,12,12,NA,15,11,11,11
108904,Mathematics,Race/Ethnicity,White,35,25,20,25,35,25,20,25,35,24,21,24
108904,Mathematics,Homeless,Homeless,35,18,12,18,35,18,12,18,34,18,12,17
108904,Mathematics,In Foster Care,In Foster Care,11,11,2,11,11,11,NA,11,10,10,2,10
108906,Emergent Literacy Reading,Race/Ethnicity,Black or African American,8,8,5,8,NA,NA,NA,NA,7,7,6,7
108906,Emergent Literacy Reading,Race/Ethnicity,Hispanic/Latino,1053,866,459,731,1053,866,459,731,1055,867,460,733
108906,Emergent Literacy Reading,Race/Ethnicity,Other,21,15,10,6,NA,NA,NA,NA,20,15,9,7
108906,Emergent Literacy Reading,Race/Ethnicity,White,40,32,16,32,40,32,16,32,41,31,15,31
108906,Emergent Literacy Reading,Homeless,Homeless,35,22,6,10,35,22,NA,10,37,23,7,8
108906,Emergent Literacy Reading,In Foster Care,In Foster Care,3,2,1,1,NA,NA,NA,NA,3,1,0,1
108906,Emergent Literacy Writing,Race/Ethnicity,Black or African American,7,7,7,7,NA,NA,NA,NA,6,6,6,6
108906,Emergent Literacy Writing,Race/Ethnicity,Hispanic/Latino,1053,811,757,743,1053,811,757,743,1052,811,759,741
108906,Emergent Literacy Writing,Race/Ethnicity,Other,21,15,5,5,NA,NA,NA,NA,22,14,6,7
108906,Emergent Literacy Writing,Race/Ethnicity,White,40,31,31,31,40,31,31,31,39,32,32,29
108906,Emergent Literacy Writing,Homeless,Homeless,35,21,12,10,35,21,12,10,32,24,12,9
108906,Emergent Literacy Writing,In Foster Care,In Foster Care,6,6,6,5,NA,NA,NA,NA,5,5,5,5
108906,Health and Wellness,Race/Ethnicity,Black or African American,7,7,7,3,NA,NA,NA,NA,7,6,6,3
108906,Health and Wellness,Race/Ethnicity,Hispanic/Latino,1053,837,802,752,1053,837,802,752,1053,836,803,750
108906,Health and Wellness,Race/Ethnicity,Other,21,14,5,9,NA,NA,NA,NA,22,16,6,9
108906,Health and Wellness,Race/Ethnicity,White,40,31,31,31,40,31,31,31,40,32,28,31
108906,Health and Wellness,Homeless,Homeless,35,21,12,11,35,21,12,11,33,20,12,9
108906,Health and Wellness,In Foster Care,In Foster Care,5,5,1,5,NA,NA,NA,NA,5,5,0,5
108906,Language and Communication,Race/Ethnicity,Black or African American,7,7,4,4,NA,NA,NA,NA,10,6,3,4
108906,Language and Communication,Race/Ethnicity,Hispanic/Latino,1053,866,425,623,1053,866,425,623,1051,867,425,624
108906,Language and Communication,Race/Ethnicity,Other,21,15,6,9,NA,NA,NA,NA,20,13,6,10
108906,Language and Communication,Race/Ethnicity,White,40,32,18,32,40,32,18,32,40,32,19,32
108906,Language and Communication,Homeless,Homeless,35,22,11,8,35,22,11,NA,34,20,14,9
108906,Language and Communication,In Foster Care,In Foster Care,3,2,1,1,NA,NA,NA,NA,4,1,1,1
108906,Mathematics,Race/Ethnicity,Black or African American,12,12,11,12,12,12,NA,NA,13,13,9,12
108906,Mathematics,Race/Ethnicity,Hispanic/Latino,1053,861,723,787,1053,861,723,787,1053,861,723,787
108906,Mathematics,Race/Ethnicity,Other,21,15,8,9,21,15,NA,NA,21,13,8,8
108906,Mathematics,Race/Ethnicity,White,40,31,26,31,40,31,26,31,41,30,26,30
108906,Mathematics,Homeless,Homeless,35,22,16,17,35,22,16,17,36,23,16,17
108906,Mathematics,In Foster Care,In Foster Care,6,6,1,6,NA,NA,NA,NA,5,5,1,5
108909,Emergent Literacy Reading,Race/Ethnicity,Black or African American,5,3,1,3,NA,NA,NA,NA,5,3,2,3
108909,Emergent Literacy Reading,Race/Ethnicity,Hispanic/Latino,1988,1704,470,1599,1988,1704,470,1599,1987,1705,472,1598
108909,Emergent Literacy Reading,Race/Ethnicity,Other,4,3,1,2,NA,NA,NA,NA,4,2,1,1
108909,Emergent Literacy Reading,Race/Ethnicity,White,42,34,10,29,42,34,10,29,41,35,11,30
108909,Emergent Literacy Reading,Homeless,Homeless,47,27,6,22,47,27,NA,22,47,27,6,21
108909,Emergent Literacy Reading,In Foster Care,In Foster Care,6,3,1,3,NA,NA,NA,NA,6,2,0,2
108909,Emergent Literacy Writing,Race/Ethnicity,Black or African American,6,6,2,6,NA,NA,NA,NA,8,4,2,4
108909,Emergent Literacy Writing,Race/Ethnicity,Hispanic/Latino,1988,1667,1096,1608,1988,1667,1096,1608,1987,1668,1098,1607
108909,Emergent Literacy Writing,Race/Ethnicity,Other,4,4,2,4,NA,NA,NA,NA,4,3,2,2
108909,Emergent Literacy Writing,Race/Ethnicity,White,42,34,23,26,42,34,23,26,41,34,22,25
108909,Emergent Literacy Writing,Homeless,Homeless,47,24,17,22,47,24,17,22,47,25,18,22
108909,Emergent Literacy Writing,In Foster Care,In Foster Care,11,11,8,11,11,11,NA,11,11,11,9,11
108909,Health and Wellness,Race/Ethnicity,Black or African American,5,5,5,3,NA,NA,NA,NA,6,5,5,2
108909,Health and Wellness,Race/Ethnicity,Hispanic/Latino,1988,1668,1378,1647,1988,1668,1378,1647,1988,1667,1378,1646
108909,Health and Wellness,Race/Ethnicity,Other,7,7,3,7,NA,NA,NA,NA,7,7,2,7
108909,Health and Wellness,Race/Ethnicity,White,42,33,25,27,42,33,25,27,41,35,24,29
108909,Health and Wellness,Homeless,Homeless,47,24,21,22,47,24,21,22,46,23,21,21
108909,Health and Wellness,In Foster Care,In Foster Care,11,11,2,11,11,11,NA,11,10,10,1,10
108909,Language and Communication,Race/Ethnicity,Black or African American,5,3,3,3,NA,NA,NA,NA,4,1,1,1
108909,Language and Communication,Race/Ethnicity,Hispanic/Latino,1988,1704,1445,1636,1988,1704,1445,1636,1990,1705,1448,1638
108909,Language and Communication,Race/Ethnicity,Other,7,7,6,7,NA,NA,NA,NA,6,6,6,6
108909,Language and Communication,Race/Ethnicity,White,42,34,27,27,42,34,27,27,40,32,27,27
108909,Language and Communication,Homeless,Homeless,47,27,18,20,47,27,18,20,48,29,18,20
108909,Language and Communication,In Foster Care,In Foster Care,6,3,2,3,NA,NA,NA,NA,6,4,2,4
108909,Mathematics,Race/Ethnicity,Black or African American,5,2,1,2,NA,NA,NA,NA,5,2,2,1
108909,Mathematics,Race/Ethnicity,Hispanic/Latino,1988,1705,215,1134,1988,1705,215,1134,1988,1705,213,1134
108909,Mathematics,Race/Ethnicity,Other,4,3,1,1,NA,NA,NA,NA,4,3,2,1
108909,Mathematics,Race/Ethnicity,White,42,33,6,19,42,33,NA,19,42,32,6,19
108909,Mathematics,Homeless,Homeless,47,27,3,16,47,27,NA,16,47,26,2,14
108909,Mathematics,In Foster Care,In Foster Care,8,8,0,8,NA,NA,NA,NA,10,9,0,9
123910,Emergent Literacy Reading,Race/Ethnicity,Black or African American,574,371,187,308,574,371,187,308,575,371,189,309
123910,Emergent Literacy Reading,Race/Ethnicity,Hispanic/Latino,216,135,40,100,216,135,40,100,214,137,41,99
123910,Emergent Literacy Reading,Race/Ethnicity,Other,51,22,13,7,51,22,13,NA,50,21,14,8
123910,Emergent Literacy Reading,Race/Ethnicity,White,31,18,10,18,31,18,10,NA,32,17,11,17
123910,Emergent Literacy Reading,Homeless,Homeless,66,28,15,13,66,28,15,13,64,28,16,13
123910,Emergent Literacy Reading,In Foster Care,In Foster Care,6,6,3,6,NA,NA,NA,NA,6,6,2,6
123910,Emergent Literacy Writing,Race/Ethnicity,Black or African American,574,310,269,288,574,310,269,288,575,312,268,289
123910,Emergent Literacy Writing,Race/Ethnicity,Hispanic/Latino,216,116,91,99,216,116,91,99,217,115,89,100
123910,Emergent Literacy Writing,Race/Ethnicity,Other,51,22,6,7,51,22,NA,NA,52,22,6,9
123910,Emergent Literacy Writing,Race/Ethnicity,White,31,18,18,18,31,18,NA,NA,30,18,18,18
123910,Emergent Literacy Writing,Homeless,Homeless,66,28,11,12,66,28,11,12,66,29,11,13
123910,Emergent Literacy Writing,In Foster Care,In Foster Care,6,6,4,3,NA,NA,NA,NA,7,6,4,2
123910,Health and Wellness,Race/Ethnicity,Black or African American,574,292,281,266,574,292,281,266,575,291,281,266
123910,Health and Wellness,Race/Ethnicity,Hispanic/Latino,216,105,85,83,216,105,85,83,215,105,87,84
123910,Health and Wellness,Race/Ethnicity,Other,51,19,17,7,51,19,17,NA,50,18,16,6
123910,Health and Wellness,Race/Ethnicity,White,31,15,15,15,31,15,15,NA,32,14,14,14
123910,Health and Wellness,Homeless,Homeless,66,23,8,9,66,23,NA,NA,68,25,9,10
123910,Health and Wellness,In Foster Care,In Foster Care,6,5,5,2,NA,NA,NA,NA,7,5,4,3
123910,Language and Communication,Race/Ethnicity,Black or African American,574,365,172,272,574,365,172,272,572,366,173,273
123910,Language and Communication,Race/Ethnicity,Hispanic/Latino,216,134,27,69,216,134,27,69,217,134,26,71
123910,Language and Communication,Race/Ethnicity,Other,51,22,6,5,51,22,NA,NA,54,21,6,5
123910,Language and Communication,Race/Ethnicity,White,31,18,10,18,31,18,NA,NA,32,21,12,20
123910,Language and Communication,Homeless,Homeless,66,28,13,18,66,28,13,18,65,27,14,16
123910,Language and Communication,In Foster Care,In Foster Care,6,6,3,6,NA,NA,NA,NA,5,5,2,5
123910,Mathematics,Race/Ethnicity,Black or African American,574,358,311,329,574,358,311,329,574,358,312,328
123910,Mathematics,Race/Ethnicity,Hispanic/Latino,216,123,80,102,216,123,80,102,216,124,78,101
123910,Mathematics,Race/Ethnicity,Other,51,21,6,21,51,21,NA,21,50,21,6,21
123910,Mathematics,Race/Ethnicity,White,31,16,16,16,31,16,NA,16,32,17,17,15
123910,Mathematics,Homeless,Homeless,66,26,10,12,66,26,10,12,64,26,9,12
123910,Mathematics,In Foster Care,In Foster Care,6,6,5,6,NA,NA,NA,NA,6,3,3,3
126903,Emergent Literacy Reading,Race/Ethnicity,Black or African American,15,11,6,11,15,11,NA,11,17,11,6,10
126903,Emergent Literacy Reading,Race/Ethnicity,Hispanic/Latino,168,123,35,82,168,123,35,82,171,122,34,81
126903,Emergent Literacy Reading,Race/Ethnicity,Other,22,20,9,10,22,20,NA,10,22,20,9,10
126903,Emergent Literacy Reading,Race/Ethnicity,White,123,97,40,69,123,97,40,69,124,96,39,71
126903,Emergent Literacy Reading,Homeless,Homeless,35,21,5,16,35,21,NA,16,36,21,6,16
126903,Emergent Literacy Reading,In Foster Care,In Foster Care,9,8,1,1,NA,NA,NA,NA,7,7,1,2
126903,Emergent Literacy Writing,Race/Ethnicity,Black or African American,15,11,11,11,15,11,11,11,15,12,12,11
126903,Emergent Literacy Writing,Race/Ethnicity,Hispanic/Latino,168,127,107,102,168,127,107,102,167,125,107,104
126903,Emergent Literacy Writing,Race/Ethnicity,Other,22,20,18,17,22,20,18,17,24,20,19,17
126903,Emergent Literacy Writing,Race/Ethnicity,White,123,98,89,83,123,98,89,83,122,97,86,83
126903,Emergent Literacy Writing,Homeless,Homeless,35,21,7,6,35,21,NA,NA,34,21,7,6
126903,Emergent Literacy Writing,In Foster Care,In Foster Care,9,8,8,8,NA,NA,NA,NA,8,7,7,7
126903,Health and Wellness,Race/Ethnicity,Black or African American,15,11,11,11,15,11,11,11,17,12,10,12
126903,Health and Wellness,Race/Ethnicity,Hispanic/Latino,168,128,128,109,168,128,128,109,168,128,127,108
126903,Health and Wellness,Race/Ethnicity,Other,22,20,20,11,22,20,20,11,22,21,18,12
126903,Health and Wellness,Race/Ethnicity,White,123,98,67,85,123,98,67,85,124,98,67,85
126903,Health and Wellness,Homeless,Homeless,35,21,7,6,35,21,NA,NA,37,21,6,4
126903,Health and Wellness,In Foster Care,In Foster Care,9,8,8,8,NA,NA,NA,NA,10,6,6,6
126903,Language and Communication,Race/Ethnicity,Black or African American,15,11,5,6,15,11,NA,NA,14,10,7,4
126903,Language and Communication,Race/Ethnicity,Hispanic/Latino,168,116,59,63,168,116,59,63,168,116,60,60
126903,Language and Communication,Race/Ethnicity,Other,22,20,9,15,22,20,NA,NA,23,20,8,14
126903,Language and Communication,Race/Ethnicity,White,123,95,59,64,123,95,59,64,122,95,60,65
126903,Language and Communication,Homeless,Homeless,35,21,13,12,35,21,13,12,35,23,10,12
126903,Language and Communication,In Foster Care,In Foster Care,9,8,1,1,NA,NA,NA,NA,9,9,0,1
126903,Mathematics,Race/Ethnicity,Black or African American,15,11,11,11,15,11,11,11,14,11,11,9
126903,Mathematics,Race/Ethnicity,Hispanic/Latino,168,121,90,94,168,121,90,94,169,122,88,94
126903,Mathematics,Race/Ethnicity,Other,22,19,15,11,22,19,15,11,22,20,16,12
126903,Mathematics,Race/Ethnicity,White,123,96,87,81,123,96,87,81,123,96,87,81
126903,Mathematics,Homeless,Homeless,35,21,16,6,35,21,16,NA,34,21,16,6
126903,Mathematics,In Foster Care,In Foster Care,9,8,8,2,NA,NA,NA,NA,10,8,8,2
126905,Emergent Literacy Reading,Race/Ethnicity,Black or African American,5,3,1,3,NA,NA,NA,NA,5,4,2,2
126905,Emergent Literacy Reading,Race/Ethnicity,Hispanic/Latino,105,91,21,80,105,91,21,80,106,92,21,80
